,Player,Height,Weight,Nationality,Continent,Pos,Age,Team,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,League
1684,Trey Burke,183,84,USA,Americas,PG,28,Dallas Mavericks,62,14.7,6.5,15.5,0.428,2.4,7.1,0.354,4.1,8.2,0.492,0.497,2.2,2.4,0.895,0.5,1.9,2.4,3.5,1.6,0.3,1.4,2.7,18.0,2020,NBA
1685,Alec Burks,198,97,USA,Americas,SG,29,New York Knicks,49,25.6,6.7,15.9,0.42,3.3,7.8,0.415,3.4,8.1,0.425,0.525,3.3,3.7,0.856,0.6,6.6,7.2,3.4,0.9,0.5,1.6,3.3,19.8,2020,NBA
1686,Jimmy Butler,201,104,USA,Americas,SF,31,Miami Heat,52,33.6,8.3,16.9,0.497,0.6,2.4,0.245,7.9,14.5,0.538,0.509,8.2,9.5,0.863,2.1,6.1,8.2,8.5,2.5,0.4,2.5,1.7,25.6,2020,NBA
1687,Kentavious Caldwell-Pope,196,92,USA,Americas,SG,27,Los Angeles Lakers,67,28.4,4.6,10.7,0.431,2.5,6.2,0.41,2.1,4.5,0.46,0.547,2.0,2.4,0.866,0.6,3.2,3.8,2.7,1.3,0.6,1.4,2.4,13.7,2020,NBA
1688,Facundo Campazzo,178,88,Argentina,Americas,PG,29,Denver Nuggets,65,21.9,3.3,8.8,0.381,2.2,6.0,0.352,1.3,2.7,0.444,0.5,2.2,2.6,0.879,0.5,3.1,3.8,6.6,2.2,0.4,2.0,3.7,11.1,2020,NBA
1689,Clint Capela,208,109,Switzerland,Europe,C,26,Atlanta Hawks,63,30.1,8.8,14.6,0.594,0.0,0.0,0.0,8.8,14.6,0.594,0.603,2.8,4.8,0.573,6.2,12.8,19.0,1.1,0.9,2.7,1.6,3.1,20.2,2020,NBA
1690,Jevon Carter,185,91,USA,Americas,PG,25,Phoenix Suns,60,12.0,5.3,12.3,0.422,3.0,8.3,0.371,2.0,4.0,0.528,0.553,0.3,0.3,0.571,1.0,4.3,5.0,4.0,1.7,0.7,1.0,3.0,13.7,2020,NBA
1691,Wendell Carter Jr.,208,122,USA,Americas,C,21,Chicago Bulls,54,25.5,6.7,13.3,0.503,0.5,1.4,0.294,6.3,11.8,0.53,0.523,3.8,5.2,0.732,3.8,9.1,12.9,3.0,0.9,1.3,2.2,4.2,17.6,2020,NBA
1692,Michael Carter-Williams,196,86,USA,Americas,SG,29,Orlando Magic,31,25.8,5.3,13.5,0.389,0.8,3.1,0.246,4.5,10.4,0.431,0.422,2.5,4.0,0.613,2.0,5.0,7.0,6.5,1.2,0.8,3.4,4.0,13.6,2020,NBA
1693,Alex Caruso,193,84,USA,Americas,PG,26,Los Angeles Lakers,58,21.0,4.4,10.1,0.436,1.7,4.6,0.401,2.5,5.5,0.464,0.52,1.5,2.5,0.645,1.0,4.6,5.5,5.3,2.1,0.6,2.5,3.6,12.2,2020,NBA
1694,Willie Cauley-Stein,213,109,USA,Americas,C,27,Dallas Mavericks,53,17.1,5.1,8.0,0.632,0.0,0.5,0.091,5.1,7.5,0.667,0.638,2.1,3.5,0.628,2.8,7.5,10.5,1.6,0.9,1.9,1.2,5.6,12.4,2020,NBA
1695,Chris Chiozza,180,79,USA,Americas,PG,25,Brooklyn Nets,22,10.5,5.3,15.2,0.352,2.3,7.2,0.31,3.0,8.0,0.391,0.424,2.3,3.0,0.765,0.4,3.8,4.2,11.4,1.1,1.1,2.7,3.4,15.2,2020,NBA
1696,Gary Clark,198,102,USA,Americas,SF-PF,26,Orlando Magic,39,16.8,2.4,8.1,0.303,1.9,6.7,0.287,0.5,1.4,0.375,0.414,0.5,0.7,0.8,1.9,5.0,6.9,1.9,0.7,0.5,1.0,2.1,7.4,2020,NBA
1697,Brandon Clarke,203,97,Canada,Americas,PF,24,Memphis Grizzlies,59,24.0,7.2,14.0,0.517,0.5,2.2,0.26,6.7,11.8,0.565,0.532,2.2,3.2,0.69,2.7,6.5,9.3,2.7,1.7,1.5,1.0,2.3,17.2,2020,NBA
1698,Jordan Clarkson,193,88,USA,Americas,SG,28,Utah Jazz,68,26.7,10.0,23.7,0.425,4.6,13.2,0.347,5.5,10.5,0.523,0.519,2.8,3.1,0.896,1.0,4.9,6.0,3.7,1.3,0.1,2.5,2.4,27.6,2020,NBA
1699,Nic Claxton,211,97,USA,Americas,C,21,Brooklyn Nets,32,18.6,6.0,9.7,0.621,0.0,0.4,0.2,6.0,9.5,0.636,0.619,2.2,4.3,0.484,2.8,8.2,11.2,1.9,1.5,2.8,1.3,4.5,14.2,2020,NBA
1700,John Collins,206,106,USA,Americas,PF,23,Atlanta Hawks,63,29.3,9.3,16.7,0.556,1.8,4.5,0.399,7.5,12.2,0.615,0.611,3.7,4.4,0.833,2.6,7.5,10.1,1.6,0.7,1.4,1.8,4.2,24.0,2020,NBA
1701,Mike Conley,185,79,USA,Americas,PG,33,Utah Jazz,51,29.4,7.6,17.0,0.444,3.7,9.0,0.412,3.9,8.2,0.479,0.556,3.3,3.8,0.852,1.0,3.8,4.8,8.2,1.9,0.3,2.6,2.6,22.0,2020,NBA
1702,Pat Connaughton,196,95,USA,Americas,SG,28,Milwaukee Bucks,69,22.8,4.2,9.8,0.434,2.6,6.8,0.371,1.8,3.0,0.583,0.561,0.7,1.1,0.775,1.6,6.8,8.4,2.1,1.2,0.5,0.9,2.5,11.9,2020,NBA
1703,Tyler Cook,203,116,USA,Americas,SF-PF,23,Detroit Pistons,32,13.7,6.4,9.3,0.67,0.0,0.3,0.5,6.1,9.3,0.673,0.688,1.5,3.2,0.486,2.6,6.1,8.8,1.5,0.9,0.3,2.0,3.2,14.3,2020,NBA
1704,DeMarcus Cousins,208,122,USA,Americas,C,30,Houston Rockets,41,17.4,7.4,17.0,0.426,2.5,7.6,0.348,4.6,9.4,0.488,0.509,3.2,4.6,0.728,3.0,11.7,14.7,4.4,1.8,1.4,3.7,6.0,20.5,2020,NBA
1705,Robert Covington,201,95,USA,Americas,PF,30,Portland Trail Blazers,70,32.0,3.6,9.1,0.401,2.4,6.4,0.379,1.2,2.8,0.451,0.527,0.9,1.1,0.806,1.1,7.2,8.4,2.1,1.8,1.5,1.1,3.5,10.6,2020,NBA
1706,Torrey Craig,201,100,USA,Americas,SF,30,Phoenix Suns,50,16.1,5.5,11.2,0.48,2.0,5.2,0.368,3.5,6.0,0.579,0.58,0.7,1.0,0.773,2.7,7.0,9.7,2.5,1.5,1.2,1.2,4.2,13.7,2020,NBA
1707,Jae Crowder,198,106,USA,Americas,PF,30,Phoenix Suns,60,27.5,4.8,11.9,0.404,3.6,9.2,0.389,1.3,2.8,0.455,0.555,1.5,1.9,0.76,0.7,6.1,6.8,3.1,1.2,0.7,1.3,3.1,14.7,2020,NBA
1708,Jarrett Culver,198,88,USA,Americas,SG,21,Minnesota Timberwolves,34,14.7,5.4,13.3,0.411,1.1,4.4,0.245,4.4,9.3,0.487,0.447,2.4,3.8,0.604,2.7,5.7,8.4,1.9,1.4,0.8,2.2,4.6,14.4,2020,NBA
1709,Seth Curry,188,84,USA,Americas,SG,30,Philadelphia 76ers,57,28.7,6.3,13.5,0.467,3.1,6.8,0.45,3.2,6.7,0.485,0.581,1.7,2.0,0.896,0.3,3.1,3.3,3.8,1.1,0.1,1.5,2.4,17.4,2020,NBA
1710,Stephen Curry,188,84,USA,Americas,PG,32,Golden State Warriors,63,34.2,12.2,25.4,0.482,6.2,14.9,0.421,6.0,10.5,0.569,0.602,6.7,7.4,0.916,0.6,5.8,6.4,6.8,1.4,0.1,4.0,2.2,37.4,2020,NBA
1711,Anthony Davis,208,115,USA,Americas,PF,27,Los Angeles Lakers,36,32.3,10.4,21.1,0.491,0.9,3.5,0.26,9.4,17.7,0.536,0.514,5.4,7.3,0.738,2.1,7.7,9.8,3.8,1.6,2.0,2.6,2.1,27.0,2020,NBA
1712,Ed Davis,206,99,USA,Americas,C,31,Minnesota Timberwolves,23,13.0,2.5,5.8,0.432,0.0,0.0,0.0,2.5,5.8,0.432,0.431,1.2,1.5,0.833,6.2,9.2,15.4,2.8,1.8,1.8,0.9,7.4,6.5,2020,NBA
1713,Terence Davis,193,91,USA,Americas,SG,23,Toronto Raptors,61,17.6,7.3,17.0,0.428,3.6,10.0,0.367,3.6,7.0,0.513,0.535,1.6,2.0,0.818,0.7,5.0,5.7,3.2,1.6,0.5,2.3,3.6,19.8,2020,NBA
1714,Gabriel Deck,203,105,Argentina,Americas,PF,25,Oklahoma City Thunder,10,21.2,6.0,12.6,0.478,0.4,2.8,0.133,5.7,9.8,0.577,0.492,3.4,4.2,0.818,3.0,4.5,7.5,4.5,1.5,0.0,1.1,1.7,15.8,2020,NBA
1715,Dewayne Dedmon,213,111,USA,Americas,C,31,Miami Heat,16,13.1,8.9,12.5,0.708,0.3,0.9,0.2,8.5,11.6,0.75,0.724,4.0,5.2,0.741,5.5,11.0,16.5,2.4,1.8,1.2,2.4,7.0,21.7,2020,NBA
1716,Matthew Dellavedova,190,91,Australia,Oceania,PG,30,Cleveland Cavaliers,13,17.2,2.6,10.0,0.25,0.7,4.4,0.16,1.9,5.6,0.323,0.295,0.7,0.7,1.0,1.2,3.3,4.2,10.5,0.7,0.2,1.2,3.7,6.5,2020,NBA
1717,DeMar DeRozan,198,100,USA,Americas,PF,31,San Antonio Spurs,61,33.7,8.9,17.9,0.495,0.4,1.4,0.257,8.4,16.5,0.515,0.508,7.5,8.5,0.88,0.8,4.3,5.0,8.2,1.1,0.2,2.4,2.5,25.6,2020,NBA
1718,Mamadi Diakite,206,103,Guinea,Africa,PF,24,Milwaukee Bucks,14,10.1,4.4,11.5,0.4,0.4,2.4,0.125,4.4,9.1,0.469,0.4,3.2,4.0,0.786,2.4,7.5,9.5,2.4,2.0,1.6,0.8,4.4,12.3,2020,NBA
1719,Hamidou Diallo,196,92,USA,Americas,SG-SF,22,Oklahoma City Thunder,52,23.6,7.3,15.3,0.477,0.8,2.7,0.341,6.4,12.7,0.505,0.503,4.2,6.4,0.64,1.9,6.9,8.8,3.2,1.4,0.8,2.5,4.4,19.7,2020,NBA
1720,Gorgui Dieng,208,114,Senegal,Africa,C,31,Memphis Grizzlies,38,14.5,6.1,11.9,0.521,2.2,5.0,0.429,3.9,6.6,0.591,0.605,4.1,5.0,0.866,3.0,7.2,10.2,3.6,1.9,1.1,2.2,4.1,18.8,2020,NBA
1721,Donte DiVincenzo,193,92,USA,Americas,SG,24,Milwaukee Bucks,66,27.5,5.5,13.2,0.42,2.9,7.6,0.379,2.6,5.7,0.475,0.527,1.2,1.6,0.718,1.7,6.5,8.4,4.5,1.6,0.3,2.0,2.5,15.1,2020,NBA
1722,Luka Dončić,201,104,Slovenia,Europe,PG,21,Dallas Mavericks,66,34.3,11.4,23.9,0.479,3.4,9.7,0.35,8.0,14.2,0.567,0.548,6.1,8.3,0.73,0.9,8.4,9.3,10.0,1.2,0.6,5.0,2.7,32.3,2020,NBA
1723,Luguentz Dort,190,97,Canada,Americas,SG,21,Oklahoma City Thunder,52,29.7,6.5,16.6,0.387,3.0,8.5,0.343,3.5,8.1,0.432,0.482,3.1,4.3,0.744,0.9,3.9,4.8,2.3,1.2,0.5,2.0,3.5,18.9,2020,NBA
1724,Damyean Dotson,196,95,USA,Americas,SG,26,Cleveland Cavaliers,46,19.7,5.3,13.0,0.406,2.0,7.1,0.289,3.2,5.9,0.545,0.485,1.0,1.6,0.667,0.2,3.9,4.1,4.1,0.6,0.2,1.8,1.8,13.6,2020,NBA
1725,Sekou Doumbouya,203,104,Guinea,Africa,PF,20,Detroit Pistons,56,15.5,4.9,12.9,0.379,1.3,5.4,0.226,3.6,7.7,0.485,0.43,2.1,2.8,0.703,1.8,4.9,6.7,2.1,1.0,0.5,2.1,4.4,13.2,2020,NBA
1726,PJ Dozier,198,93,USA,Americas,SG,24,Denver Nuggets,50,21.8,5.5,13.0,0.417,1.7,5.5,0.315,3.7,7.5,0.49,0.488,1.5,2.4,0.636,1.3,5.3,6.6,3.3,1.1,0.7,1.7,3.1,14.1,2020,NBA
1727,Goran Dragić,190,86,Slovenia,Europe,PG,34,Miami Heat,50,26.7,7.2,16.6,0.432,2.7,7.3,0.373,4.5,9.3,0.479,0.515,3.0,3.6,0.828,0.7,4.3,5.1,6.6,1.0,0.3,3.6,3.4,20.1,2020,NBA
1728,Andre Drummond,208,126,USA,Americas,C,27,Cleveland Cavaliers,46,27.0,9.0,18.4,0.493,0.0,0.3,0.0,9.0,18.2,0.5,0.489,4.0,6.7,0.6,5.3,12.4,17.8,3.0,2.1,1.6,4.0,4.7,22.1,2020,NBA
1729,Kevin Durant,208,109,USA,Americas,PF,32,Brooklyn Nets,35,33.1,11.2,20.8,0.537,2.9,6.5,0.45,8.2,14.3,0.577,0.608,7.3,8.2,0.882,0.5,8.1,8.6,6.8,0.8,1.6,4.1,2.4,32.5,2020,NBA
1730,Anthony Edwards,193,102,USA,Americas,SG,19,Minnesota Timberwolves,72,32.1,8.7,20.9,0.417,3.0,9.0,0.329,5.7,12.0,0.483,0.488,3.6,4.7,0.776,1.0,4.7,5.9,3.6,1.4,0.6,2.7,2.2,24.0,2020,NBA
1731,Wayne Ellington,193,94,USA,Americas,SG,33,Detroit Pistons,46,22.0,5.8,13.3,0.441,4.5,10.9,0.422,1.3,2.5,0.524,0.605,1.1,1.5,0.8,0.5,2.9,3.3,2.7,0.7,0.4,1.3,2.4,17.5,2020,NBA
1732,Joel Embiid,213,127,Cameroon,Africa,C,26,Philadelphia 76ers,51,31.1,11.6,22.6,0.513,1.4,3.9,0.377,10.2,18.8,0.541,0.544,11.8,13.8,0.859,2.8,10.8,13.6,3.6,1.3,1.8,4.0,3.1,36.7,2020,NBA
1733,James Ennis III,198,97,USA,Americas,SF,30,Orlando Magic,41,24.0,4.7,9.8,0.473,1.8,4.2,0.433,2.8,5.7,0.504,0.571,2.8,3.5,0.805,1.7,5.0,6.7,2.5,1.3,0.3,1.5,3.3,14.0,2020,NBA
1734,Drew Eubanks,206,111,USA,Americas,C,23,San Antonio Spurs,54,14.0,6.0,10.9,0.566,0.0,0.0,1.0,6.0,10.9,0.562,0.55,4.0,5.7,0.726,4.0,8.9,12.9,2.3,0.9,2.6,2.3,4.6,16.6,2020,NBA
1735,Derrick Favors,206,120,USA,Americas,C,29,Utah Jazz,68,15.3,6.0,9.4,0.638,0.0,0.0,0.0,6.0,9.2,0.643,0.638,2.4,3.1,0.738,5.2,9.2,14.4,1.6,1.3,2.6,1.3,5.5,14.1,2020,NBA
1736,Yogi Ferrell,183,81,USA,Americas,PG,27,Los Angeles Clippers,10,13.6,5.9,16.8,0.351,2.6,8.2,0.321,3.2,8.5,0.379,0.429,2.1,2.6,0.778,1.5,4.1,5.6,6.5,2.1,0.9,0.9,3.2,16.5,2020,NBA
1737,Dorian Finney-Smith,201,100,USA,Americas,PF,27,Dallas Mavericks,60,32.0,4.6,9.8,0.472,2.5,6.2,0.394,2.1,3.4,0.616,0.597,0.6,0.9,0.756,2.0,4.8,6.8,2.1,1.1,0.5,1.0,2.9,12.2,2020,NBA
1738,Malachi Flynn,185,79,USA,Americas,PG,22,Toronto Raptors,47,19.7,5.5,14.6,0.374,2.2,7.3,0.321,3.2,7.5,0.424,0.452,2.0,2.4,0.804,0.4,4.7,5.1,5.9,1.6,0.2,1.8,2.8,15.2,2020,NBA
1739,Bryn Forbes,188,93,USA,Americas,SG,27,Milwaukee Bucks,70,19.3,7.5,15.8,0.473,4.6,10.2,0.452,2.9,5.6,0.511,0.62,1.5,1.9,0.77,0.4,2.9,3.3,1.2,0.6,0.0,1.2,2.3,20.7,2020,NBA
1740,Trent Forrest,193,95,USA,Americas,PG,22,Utah Jazz,30,10.1,4.4,9.5,0.451,0.8,3.6,0.192,3.6,5.9,0.6,0.505,2.4,2.4,1.0,1.6,4.4,5.9,5.9,1.2,0.4,2.8,2.8,11.5,2020,NBA
1741,Evan Fournier,201,93,France,Europe,SF-SG,28,Orlando Magic,42,30.0,7.9,17.2,0.457,3.7,8.9,0.413,4.1,8.1,0.504,0.567,3.5,4.4,0.788,0.3,3.7,4.0,4.5,1.5,0.7,2.3,3.1,22.8,2020,NBA
1742,De'Aaron Fox,190,84,USA,Americas,PG,23,Sacramento Kings,58,35.1,10.4,21.8,0.477,2.1,6.3,0.322,8.3,15.5,0.539,0.525,5.9,8.2,0.719,0.7,3.3,4.0,8.2,1.7,0.6,3.4,3.3,28.7,2020,NBA
1743,Enes Freedom,208,113,Switzerland,Europe,C,28,Portland Trail Blazers,72,24.4,7.7,12.8,0.604,0.0,0.2,0.25,7.7,12.6,0.607,0.602,3.0,3.8,0.774,6.4,11.6,18.0,2.0,0.8,1.1,1.8,3.8,18.4,2020,NBA
1744,Wenyen Gabriel,206,93,Sudan,Africa,PF,23,New Orleans Pelicans,21,11.5,3.8,10.1,0.4,2.1,5.2,0.406,1.7,4.5,0.393,0.48,1.7,2.8,0.647,3.5,5.6,9.0,1.7,1.4,1.4,2.4,5.2,11.8,2020,NBA
1745,Daniel Gafford,208,106,USA,Americas,PF-C,22,Chicago Bulls,54,14.6,7.9,11.5,0.684,0.0,0.0,0.0,7.9,11.5,0.684,0.687,3.6,5.5,0.667,4.7,6.8,11.8,1.4,1.4,3.8,2.2,4.9,19.2,2020,NBA
1746,Danilo Gallinari,208,106,Italy,Europe,PF,32,Atlanta Hawks,51,24.0,6.7,15.5,0.434,3.3,8.3,0.406,3.3,7.2,0.466,0.539,5.3,5.7,0.925,0.5,6.3,6.8,2.5,1.0,0.3,1.3,3.5,22.2,2020,NBA
1747,Langston Galloway,185,91,USA,Americas,SG,29,Phoenix Suns,40,11.0,6.2,13.5,0.449,3.3,7.6,0.424,2.9,5.8,0.484,0.581,2.2,2.2,0.957,0.7,3.3,4.0,2.5,0.7,0.0,1.1,2.2,17.5,2020,NBA
1748,Darius Garland,185,87,USA,Americas,PG,21,Cleveland Cavaliers,54,33.1,8.1,18.0,0.451,2.3,5.9,0.395,5.8,12.0,0.479,0.514,2.5,2.9,0.848,0.5,2.4,2.9,7.4,1.5,0.1,3.6,2.4,21.0,2020,NBA
1749,Marc Gasol,211,116,Spain,Europe,C,36,Los Angeles Lakers,52,19.1,3.6,7.7,0.454,2.1,4.8,0.41,1.5,2.9,0.528,0.604,1.5,2.1,0.72,1.5,7.1,8.6,4.4,1.0,2.3,2.1,4.6,10.5,2020,NBA
1750,Rudy Gay,203,113,USA,Americas,PF,34,San Antonio Spurs,63,21.6,7.8,18.5,0.42,3.1,8.1,0.381,4.6,10.4,0.451,0.505,2.4,3.0,0.804,1.3,7.6,8.9,2.6,1.3,1.1,1.9,3.3,21.1,2020,NBA
1751,Paul George,203,100,USA,Americas,SF,30,Los Angeles Clippers,54,33.7,9.7,20.9,0.467,3.8,9.1,0.411,6.1,11.8,0.51,0.555,4.4,5.0,0.868,0.9,6.9,7.8,6.2,1.3,0.5,3.9,2.8,27.7,2020,NBA
1752,Taj Gibson,206,105,USA,Americas,C,35,New York Knicks,45,20.8,4.2,6.7,0.627,0.2,0.6,0.2,4.0,6.2,0.671,0.642,1.7,2.3,0.727,4.2,6.5,10.8,1.5,1.3,2.1,1.0,4.2,10.4,2020,NBA
1753,Shai Gilgeous-Alexander,198,82,Canada,Americas,SG,22,Oklahoma City Thunder,35,33.7,9.7,19.1,0.508,2.4,5.8,0.418,7.4,13.4,0.547,0.571,6.3,7.7,0.808,0.6,5.0,5.6,7.0,0.9,0.8,3.6,2.4,28.1,2020,NBA
1754,Freddie Gillespie,206,111,USA,Americas,PF,23,Toronto Raptors,20,19.6,4.5,8.6,0.524,0.0,0.0,0.0,4.5,8.6,0.524,0.523,2.4,3.5,0.697,4.3,5.7,10.0,1.0,1.4,2.0,1.2,4.5,11.4,2020,NBA
1755,Rudy Gobert,216,117,France,Europe,C,28,Utah Jazz,71,30.8,7.1,10.6,0.675,0.0,0.1,0.0,7.1,10.5,0.68,0.67,4.3,6.9,0.623,4.4,13.1,17.5,1.7,0.8,3.5,2.2,3.0,18.6,2020,NBA
1756,Brandon Goodwin,183,82,USA,Americas,PG,25,Atlanta Hawks,47,13.2,5.5,14.2,0.377,2.1,6.7,0.311,3.3,7.9,0.433,0.461,1.8,2.7,0.651,0.6,3.9,4.5,6.1,1.2,0.0,2.4,2.7,14.8,2020,NBA
1757,Aaron Gordon,203,106,USA,Americas,PF,25,Orlando Magic,50,27.7,6.6,14.4,0.463,1.7,5.1,0.335,4.9,9.4,0.533,0.517,2.7,4.3,0.651,2.2,5.9,8.2,4.6,1.0,1.0,2.7,2.6,17.9,2020,NBA
1758,Eric Gordon,190,97,USA,Americas,SG,32,Houston Rockets,27,29.2,8.1,18.6,0.433,3.6,10.7,0.329,4.5,7.9,0.573,0.532,4.8,5.8,0.825,0.4,2.6,2.9,3.6,0.7,0.7,2.6,2.2,24.4,2020,NBA
1759,Devonte' Graham,185,88,USA,Americas,PG,25,Charlotte Hornets,55,30.2,6.1,16.2,0.377,4.4,11.5,0.375,1.7,4.6,0.38,0.512,3.2,3.8,0.842,0.5,3.0,3.6,7.2,1.2,0.1,2.0,1.9,19.6,2020,NBA
1760,Jerami Grant,203,95,USA,Americas,SF,26,Detroit Pistons,54,33.9,8.7,20.4,0.429,2.5,7.2,0.35,6.3,13.2,0.473,0.488,6.4,7.6,0.845,0.7,4.7,5.4,3.3,0.7,1.3,2.4,2.7,26.3,2020,NBA
1761,Danny Green,198,97,USA,Americas,SF,33,Philadelphia 76ers,69,28.0,4.6,11.3,0.412,3.6,9.0,0.405,1.0,2.3,0.438,0.566,0.6,0.9,0.775,1.1,4.3,5.4,2.4,1.9,1.1,1.4,2.6,13.6,2020,NBA
1762,Draymond Green,198,104,USA,Americas,PF,30,Golden State Warriors,63,31.5,3.4,7.6,0.447,0.6,2.5,0.27,2.8,5.1,0.535,0.487,1.4,1.8,0.795,1.1,8.0,9.0,11.3,2.2,1.0,3.8,3.9,8.9,2020,NBA
1763,JaMychal Green,203,103,USA,Americas,PF,30,Denver Nuggets,58,19.3,6.2,13.3,0.463,2.9,7.0,0.399,3.3,6.2,0.534,0.575,1.7,2.1,0.807,3.1,6.8,9.9,1.9,0.8,0.8,1.9,5.2,16.8,2020,NBA
1764,Javonte Green,193,93,USA,Americas,SF-SG,27,Boston Celtics,41,11.5,4.5,8.7,0.52,0.7,2.4,0.333,3.5,6.3,0.597,0.557,2.4,3.5,0.75,2.1,3.8,5.9,1.4,2.4,0.3,1.7,3.8,12.5,2020,NBA
1765,Jeff Green,203,106,USA,Americas,C,34,Brooklyn Nets,68,27.0,5.6,11.6,0.492,2.2,5.5,0.412,3.4,6.1,0.564,0.578,2.7,3.6,0.776,0.7,5.0,5.8,2.4,0.7,0.6,1.2,2.7,16.3,2020,NBA
1766,Josh Green,196,91,Australia,Oceania,SG,20,Dallas Mavericks,39,11.4,3.9,8.4,0.452,0.4,2.1,0.16,3.5,6.0,0.559,0.488,1.1,2.1,0.565,2.5,4.6,7.0,2.5,1.4,0.4,1.4,3.2,9.1,2020,NBA
1767,Blake Griffin,206,113,USA,Americas,PF,31,Brooklyn Nets,46,25.8,5.9,13.8,0.423,2.3,7.0,0.341,3.6,7.0,0.505,0.511,2.9,3.9,0.744,1.2,6.4,7.6,4.7,1.1,0.5,2.0,3.7,17.1,2020,NBA
1768,Rui Hachimura,203,104,Japan,Asia,PF,22,Washington Wizards,57,31.5,6.9,14.5,0.478,1.0,3.0,0.328,5.8,11.4,0.519,0.51,2.8,3.6,0.77,1.1,5.8,7.0,1.8,1.0,0.1,1.5,2.7,17.5,2020,NBA
1769,Tyrese Haliburton,196,84,USA,Americas,PG,20,Sacramento Kings,58,30.1,6.6,14.2,0.472,2.8,6.8,0.409,3.9,7.4,0.529,0.563,1.1,1.3,0.857,0.9,3.1,4.0,7.0,1.7,0.7,2.1,1.9,17.3,2020,NBA
1770,Donta Hall,206,105,USA,Americas,PF,23,Orlando Magic,13,13.8,5.5,7.8,0.714,0.0,0.0,0.0,5.5,7.8,0.714,0.705,5.2,7.5,0.676,5.2,8.4,13.9,2.3,1.2,2.3,1.7,4.1,16.2,2020,NBA
1771,Josh Hall,206,86,USA,Americas,SF,20,Oklahoma City Thunder,21,16.0,3.5,11.8,0.303,0.5,4.5,0.108,3.0,7.5,0.419,0.318,2.5,5.2,0.5,0.8,6.2,7.0,3.2,0.5,0.0,3.0,4.5,10.2,2020,NBA
1772,R.J. Hampton,193,79,USA,Americas,SG-PG,19,Orlando Magic,51,17.4,6.2,14.0,0.435,1.1,3.9,0.31,4.8,10.1,0.482,0.482,2.5,3.7,0.671,1.4,6.7,8.0,3.9,0.9,0.5,2.3,2.8,15.9,2020,NBA
1773,Tim Hardaway Jr.,196,93,USA,Americas,SG,28,Dallas Mavericks,70,28.4,8.2,18.3,0.447,4.2,10.7,0.391,4.1,7.7,0.524,0.563,2.8,3.5,0.816,0.4,4.2,4.6,2.5,0.6,0.3,1.3,2.3,23.4,2020,NBA
1774,James Harden,196,100,USA,Americas,PG-SG,31,Brooklyn Nets,44,36.6,8.5,18.3,0.466,3.1,8.3,0.362,5.5,9.9,0.553,0.549,6.9,8.0,0.861,0.9,7.8,8.6,11.8,1.3,0.9,4.4,2.5,26.9,2020,NBA
1775,Maurice Harkless,201,100,USA,Americas,PF-SF,27,Sacramento Kings,37,20.9,3.6,8.6,0.418,1.1,4.4,0.274,2.3,4.2,0.568,0.483,1.7,2.3,0.767,0.8,4.0,4.6,2.3,1.5,1.0,1.1,4.4,10.0,2020,NBA
1776,Montrezl Harrell,201,109,USA,Americas,C,27,Los Angeles Lakers,69,22.9,9.4,15.2,0.622,0.0,0.2,0.0,9.4,15.0,0.632,0.618,4.5,6.5,0.707,4.0,6.8,10.8,1.9,1.2,1.2,1.9,3.3,23.6,2020,NBA
1777,Gary Harris,193,95,USA,Americas,SG,26,Orlando Magic,39,27.7,5.1,12.7,0.4,1.7,5.2,0.34,3.3,7.5,0.441,0.469,2.3,2.9,0.821,0.7,2.2,2.9,2.9,1.0,0.4,1.3,2.6,14.3,2020,NBA
1778,Jalen Harris,196,88,USA,Americas,SG,22,Toronto Raptors,13,13.2,8.5,16.7,0.5,3.9,8.5,0.472,4.5,8.5,0.528,0.626,1.5,2.1,0.778,0.6,3.6,4.2,3.9,1.8,0.0,3.3,3.6,22.4,2020,NBA
1779,Joe Harris,198,100,USA,Americas,SF,29,Brooklyn Nets,69,31.0,6.7,13.2,0.505,4.0,8.3,0.475,2.7,4.9,0.555,0.659,0.9,1.2,0.778,0.8,3.9,4.6,2.5,0.9,0.3,1.2,2.6,18.2,2020,NBA
1780,Tobias Harris,203,102,USA,Americas,PF,28,Philadelphia 76ers,62,32.5,9.4,18.3,0.512,1.6,4.2,0.394,7.8,14.2,0.546,0.557,3.6,4.1,0.892,1.2,7.1,8.4,4.3,1.1,1.0,2.1,2.3,24.0,2020,NBA
1781,Josh Hart,196,97,USA,Americas,SF,25,New Orleans Pelicans,47,28.7,4.5,10.2,0.439,1.8,5.7,0.326,2.6,4.5,0.583,0.529,2.1,2.6,0.775,1.5,9.6,11.1,3.2,1.1,0.4,1.4,3.3,12.8,2020,NBA
1782,Isaiah Hartenstein,213,113,USA,Americas,C,22,Denver Nuggets,46,12.2,6.6,12.1,0.55,0.0,0.3,0.333,6.6,11.8,0.558,0.545,3.3,4.9,0.648,4.6,8.2,12.8,3.9,1.3,2.6,3.3,7.5,16.7,2020,NBA
